,run_date,max_amplitude_date,symbol,max_amplitude
0,2024-09-01,2024-09-05,eur,0.005395000000000039
1,2024-09-01,2024-09-04,usd,0.0
2,2024-09-01,2024-09-11,nzd,0.029747999999999886
3,2024-09-01,2024-09-11,gbp,0.005199999999999982
4,2024-09-01,2024-09-13,jpy,5.564001999999988
5,2024-09-01,2024-09-10,cad,0.0121
6,2024-09-01,2024-09-13,vnd,330.0
