,run_date,max_amplitude_date,symbol,max_amplitude
0,2024-09-09,2024-09-05,eur,0.006165000000000087
1,2024-09-09,2024-09-04,usd,0.0
2,2024-09-09,2024-08-31,nzd,0.02806299999999995
3,2024-09-09,2024-09-05,gbp,0.006244999999999945
4,2024-09-09,2024-09-02,jpy,3.5564869999999758
5,2024-09-09,2024-08-31,cad,0.007406000000000024
6,2024-09-09,2024-09-02,vnd,180.0
