,run_date,max_amplitude_date,symbol,max_amplitude
0,2024-09-02,2024-09-11,eur,0.004638999999999949
1,2024-09-02,2024-09-04,usd,0.0
2,2024-09-02,2024-09-11,nzd,0.025545999999999847
3,2024-09-02,2024-09-11,gbp,0.005994999999999973
4,2024-09-02,2024-09-13,jpy,5.906483999999978
5,2024-09-02,2024-09-10,cad,0.011430000000000051
6,2024-09-02,2024-09-13,vnd,330.0
