,run_date,max_amplitude_date,symbol,max_amplitude
0,2024-09-04,2024-09-11,eur,0.005784999999999929
1,2024-09-04,2024-09-02,usd,0.0
2,2024-09-04,2024-08-31,nzd,0.01644000000000001
3,2024-09-04,2024-09-11,gbp,0.006160000000000054
4,2024-09-04,2024-09-02,jpy,3.428028999999981
5,2024-09-04,2024-09-10,cad,0.010305000000000009
6,2024-09-04,2024-09-13,vnd,317.0
