,run_date,max_amplitude_date,symbol,max_amplitude
0,2024-09-14,2024-09-11,eur,0.006059999999999954
1,2024-09-14,2024-09-04,usd,0.0
2,2024-09-14,2024-08-31,nzd,0.023843999999999976
3,2024-09-14,2024-09-11,gbp,0.004958000000000018
4,2024-09-14,2024-09-02,jpy,5.893947999999995
5,2024-09-14,2024-08-31,cad,0.010445999999999955
6,2024-09-14,2024-09-02,vnd,330.0
