,run_date,max_amplitude_date,symbol,max_amplitude
0,2024-09-06,2024-09-11,eur,0.00670599999999999
1,2024-09-06,2024-09-04,usd,0.0
2,2024-09-06,2024-08-31,nzd,0.019503000000000048
3,2024-09-06,2024-09-11,gbp,0.005210999999999966
4,2024-09-06,2024-09-02,jpy,4.437947999999977
5,2024-09-06,2024-08-31,cad,0.00884599999999991
6,2024-09-06,2024-09-02,vnd,260.0
