,run_date,max_amplitude_date,symbol,max_amplitude
0,2024-09-13,2024-09-11,eur,0.006059999999999954
1,2024-09-13,2024-09-04,usd,0.0
2,2024-09-13,2024-08-31,nzd,0.023843999999999976
3,2024-09-13,2024-09-11,gbp,0.0050000000000000044
4,2024-09-13,2024-09-02,jpy,5.906483999999978
5,2024-09-13,2024-08-31,cad,0.010545999999999944
6,2024-09-13,2024-09-02,vnd,330.0
