,run_date,max_amplitude_date,symbol,max_amplitude
0,2024-09-07,2024-09-11,eur,0.00670599999999999
1,2024-09-07,2024-09-04,usd,0.0
2,2024-09-07,2024-08-31,nzd,0.019372999999999863
3,2024-09-07,2024-09-11,gbp,0.005422000000000038
4,2024-09-07,2024-09-02,jpy,4.383947999999975
5,2024-09-07,2024-08-31,cad,0.00874599999999992
6,2024-09-07,2024-09-02,vnd,260.0
